
 ** NVTX Range Kernel Summary (nvtx_kern_sum):

+-------------------------------+---------+---------+---------+-----------+-----------+-----------------+-------------+-------------+----------+-----------+-------------+------------------------------------------------------------------------------------------------------+
|          NVTX Range           |  Style  |   PID   |   TID   | NVTX Inst | Kern Inst | Total Time (ns) |  Avg (ns)   |  Med (ns)   | Min (ns) | Max (ns)  | StdDev (ns) |                                             Kernel Name                                              |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     3,240 |   3,650,016,565 | 1,126,548.3 |   877,388.0 |  864,395 | 1,648,635 |   355,052.2 | sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage4_warp… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |    30,240 |   2,392,096,484 |    79,103.7 |    16,352.0 |    3,968 |   329,145 |   118,898.9 | void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |    57,240 |   2,092,247,712 |    36,552.2 |     6,303.0 |    2,336 |   474,357 |    85,189.5 | void cudnn::engines_precompiled::nchwToNhwcKernel<__half, __half, float, (bool)0, (bool)1, (cudnnKe… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |    29,160 |   1,498,559,356 |    51,390.9 |    11,264.0 |    2,815 |   208,540 |    74,852.7 | void cudnn::engines_precompiled::nhwcToNchwKernel<__half, __half, float, (bool)1, (bool)0, (cudnnKe… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     4,320 |   1,273,916,607 |   294,888.1 |   257,658.0 |  185,051 |   478,101 |   107,731.8 | sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage3_warpsize4x1x… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |    23,760 |   1,018,814,210 |    42,879.4 |     6,560.0 |    2,111 |   191,419 |    69,386.6 | void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::leaky_relu_kernel(at:… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     8,640 |     989,520,433 |   114,527.8 |   107,005.0 |   47,742 |   234,394 |    53,631.9 | sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     1,080 |     523,367,844 |   484,599.9 |   484,597.0 |  483,957 |   485,461 |       226.7 | sm80_xmma_dgrad_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4x1x… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     1,080 |     207,272,919 |   191,919.4 |   191,915.5 |  191,132 |   192,796 |       257.3 | sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x16_sta… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     1,080 |     159,745,009 |   147,912.0 |   147,901.0 |  147,516 |   148,604 |       137.8 | sm80_xmma_dgrad_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage3_warpsize4x1x… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     1,080 |     147,412,853 |   136,493.4 |   136,381.0 |  134,333 |   140,509 |       954.7 | void gemmSN_NN_kernel<float, (int)128, (int)2, (int)4, (int)8, (int)2, (int)4, (bool)0, cublasGemvT… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     4,320 |     143,597,308 |    33,240.1 |    30,719.0 |   24,255 |    47,263 |     8,042.8 | sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |    10,800 |      76,966,892 |     7,126.6 |     6,528.0 |    6,208 |     8,800 |       832.6 | void cudnn::bn_fw_tr_1C11_singleread_spec<__half2, (int)512, (int)1, (int)2, (int)0>(cudnn::bn_fw_t… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     4,320 |      67,417,460 |    15,605.9 |    15,615.0 |   15,136 |    16,096 |       134.8 | void cudnn::bn_fw_tr_1C11_singleread_spec<__half2, (int)512, (int)1, (int)2, (int)20>(cudnn::bn_fw_… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     2,160 |      39,558,601 |    18,314.2 |    18,240.0 |   17,824 |    18,848 |       226.1 | sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warps… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     1,080 |      38,852,741 |    35,974.8 |    36,159.0 |   31,263 |    36,991 |       709.5 | sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_war… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     2,160 |      31,747,798 |    14,698.1 |    14,751.5 |    5,471 |    24,160 |     9,168.4 | void xmma__5x_cudnn::implicit_gemm::strided_dgrad_indexed::kernel_helper_stage_3<xmma__5x_cudnn::im… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |       949 |      28,254,064 |    29,772.5 |    29,311.0 |   28,287 |   134,461 |     6,780.8 | void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     1,080 |      20,086,387 |    18,598.5 |    18,592.0 |   18,431 |    18,720 |        46.9 | sm80_xmma_dgrad_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     1,080 |      19,881,532 |    18,408.8 |    18,368.0 |   17,696 |    19,392 |       268.7 | void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |       945 |      16,961,781 |    17,949.0 |    18,112.0 |   15,808 |    19,359 |       743.3 | void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::flip_kernel_impl<at::n… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |       945 |      16,169,421 |    17,110.5 |    17,536.0 |   15,456 |    20,320 |     1,528.1 | void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::flip_kernel_impl<at::n… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     1,080 |      13,543,014 |    12,539.8 |    12,543.5 |   12,320 |    12,895 |        72.8 | sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage5_warp… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |       270 |       8,985,683 |    33,280.3 |    33,311.0 |   23,487 |    43,295 |     9,063.5 | void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     2,160 |       8,239,710 |     3,814.7 |     3,808.0 |    3,743 |     3,968 |        41.4 | void xmma__5x_cudnn::implicit_gemm::strided_dgrad_indexed::kernel_helper_stage_1<xmma__5x_cudnn::im… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     1,360 |       7,361,093 |     5,412.6 |     5,632.0 |    1,728 |    25,535 |     2,092.4 | void at::native::vectorized_elementwise_kernel<(int)4, at::native::float16_copy_kernel_cuda(at::Ten… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     2,160 |       5,906,299 |     2,734.4 |     2,688.0 |    2,304 |     3,072 |       134.5 | void xmma__5x_cudnn::implicit_gemm::strided_dgrad_indexed::kernel_helper_stage_2<xmma__5x_cudnn::im… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |       135 |       5,325,188 |    39,445.8 |    39,488.0 |   38,207 |    40,608 |       501.9 | void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |     2,160 |       4,529,210 |     2,096.9 |     2,112.0 |    1,888 |     2,336 |        80.5 | void xmma__5x_cudnn::implicit_gemm::strided_dgrad_indexed::kernel_helper_stage_0<xmma__5x_cudnn::im… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |       135 |       2,353,795 |    17,435.5 |    17,375.0 |   17,087 |    19,263 |       349.5 | void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |       136 |       2,065,642 |    15,188.5 |    14,592.0 |   13,472 |    97,341 |     7,108.0 | void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, floa… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |         5 |         717,872 |   143,574.4 |   143,869.0 |  141,853 |   144,925 |     1,193.5 | void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |         5 |         476,373 |    95,274.6 |    95,965.0 |   93,150 |    96,254 |     1,273.2 | void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<ch… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |         5 |         362,678 |    72,535.6 |    72,670.0 |   72,190 |    72,830 |       292.8 | void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |        10 |         332,120 |    33,212.0 |    33,087.0 |   23,583 |    43,583 |     9,928.8 | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c… |
| :inference_3d_lowres          | PushPop | 406,599 | 407,082 |         1 |         5 |         130,558 |    26,111.6 |    26,111.0 |   25,727 |    26,464 |       280.2 | void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<bool, at::native::func_wrappe… |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |       416 |       1,222,849 |     2,939.5 |     2,944.0 |    2,848 |     3,008 |        21.1 | cupy_where__bool_int32_int32_int32                                                                   |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |       416 |       1,180,966 |     2,838.9 |     2,848.0 |    2,784 |     2,944 |        21.6 | cupy_minimum__int32_int32_int32                                                                      |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |       416 |       1,161,805 |     2,792.8 |     2,784.0 |    2,752 |     2,848 |        18.0 | cupy_greater__int32_int_bool                                                                         |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |       385 |       1,151,363 |     2,990.6 |     3,007.0 |    2,656 |     3,136 |        44.9 | cupy_copy__int32_int32                                                                               |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         2 |         123,164 |    61,582.0 |    61,582.0 |    3,903 |   119,261 |    81,570.4 | cupy_nonzero_kernel_incomplete_scan                                                                  |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         1 |          99,614 |    99,614.0 |    99,614.0 |   99,614 |    99,614 |         0.0 | cupy_equal__uint8_int_bool                                                                           |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         5 |          59,071 |    11,814.2 |     2,720.0 |    2,624 |    47,999 |    20,228.6 | cupy_bsum_shfl                                                                                       |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |        16 |          45,727 |     2,857.9 |     2,848.0 |    2,816 |     2,912 |        25.3 | cupy_equal__int32_int32_bool                                                                         |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |        16 |          42,173 |     2,635.8 |     2,624.0 |    2,623 |     2,687 |        19.7 | cupy_cub_all_pass1                                                                                   |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |        16 |          29,919 |     1,869.9 |     1,856.0 |    1,855 |     1,888 |        16.5 | cupy_cub_all_pass2                                                                                   |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         7 |          20,864 |     2,980.6 |     2,848.0 |    2,176 |     3,808 |       613.2 | cupy_scan_naive                                                                                      |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         1 |          18,175 |    18,175.0 |    18,175.0 |   18,175 |    18,175 |         0.0 | void cub::CUB_300102_SM_750_800_860_890_900_1000_1200::detail::radix_sort::DeviceRadixSortSingleTil… |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         3 |          14,912 |     4,970.7 |     4,736.0 |    4,672 |     5,504 |       463.0 | cupy_min                                                                                             |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         3 |          14,272 |     4,757.3 |     4,768.0 |    4,704 |     4,800 |        48.9 | cupy_max                                                                                             |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         3 |           6,976 |     2,325.3 |     2,304.0 |    2,272 |     2,400 |        66.6 | cupy_prepare_array_indexing                                                                          |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         2 |           6,176 |     3,088.0 |     3,088.0 |    3,040 |     3,136 |        67.9 | cupy_copy__bool_bool                                                                                 |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         2 |           6,144 |     3,072.0 |     3,072.0 |    2,656 |     3,488 |       588.3 | cupy_getitem_mask                                                                                    |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         1 |           2,784 |     2,784.0 |     2,784.0 |    2,784 |     2,784 |         0.0 | _unique_update_mask_equal_nan                                                                        |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         1 |           2,687 |     2,687.0 |     2,687.0 |    2,687 |     2,687 |         0.0 | cupy_not_equal__int32_int32_bool                                                                     |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         1 |           2,559 |     2,559.0 |     2,559.0 |    2,559 |     2,559 |         0.0 | cupy_scatter_update                                                                                  |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         1 |           1,824 |     1,824.0 |     1,824.0 |    1,824 |     1,824 |         0.0 | cupy_arange__int_int_int32                                                                           |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         1 |           1,792 |     1,792.0 |     1,792.0 |    1,792 |     1,792 |         0.0 | cupy_fill                                                                                            |
| :postprocess                  | PushPop | 406,599 | 407,082 |         1 |         1 |           1,440 |     1,440.0 |     1,440.0 |    1,440 |     1,440 |         0.0 | cupy_copy__int_int32                                                                                 |
| :postresample_3d_cascade_ful… | PushPop | 406,599 | 407,082 |         1 |         1 |         215,803 |   215,803.0 |   215,803.0 |  215,803 |   215,803 |         0.0 | void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n… |
| :postresample_3d_cascade_ful… | PushPop | 406,599 | 407,082 |         1 |         2 |         134,397 |    67,198.5 |    67,198.5 |   45,215 |    89,182 |    31,089.4 | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c… |
| :postresample_3d_fullres      | PushPop | 406,599 | 407,082 |         1 |         1 |         215,099 |   215,099.0 |   215,099.0 |  215,099 |   215,099 |         0.0 | void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n… |
| :postresample_3d_fullres      | PushPop | 406,599 | 407,082 |         1 |         2 |         134,621 |    67,310.5 |    67,310.5 |   45,279 |    89,342 |    31,157.2 | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c… |
| :postresample_3d_lowres       | PushPop | 406,599 | 407,082 |         1 |         1 |          80,894 |    80,894.0 |    80,894.0 |   80,894 |    80,894 |         0.0 | void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n… |
| :postresample_3d_lowres       | PushPop | 406,599 | 407,082 |         1 |         1 |          13,247 |    13,247.0 |    13,247.0 |   13,247 |    13,247 |         0.0 | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std:… |
| :preprocess_3d_cascade_fullr… | PushPop | 406,599 | 407,082 |         1 |         5 |       1,469,504 |   293,900.8 |   127,774.0 |  127,677 |   957,291 |   370,846.8 | cupy_copy__float32_float32                                                                           |
| :preprocess_3d_cascade_fullr… | PushPop | 406,599 | 407,082 |         1 |         4 |         718,417 |   179,604.3 |   179,148.0 |  127,934 |   232,187 |    59,486.1 | cupy_copy__uint8_uint8                                                                               |
| :preprocess_3d_cascade_fullr… | PushPop | 406,599 | 407,082 |         1 |         1 |         129,149 |   129,149.0 |   129,149.0 |  129,149 |   129,149 |         0.0 | cupy_not_equal__float32_float_bool                                                                   |
| :preprocess_3d_cascade_fullr… | PushPop | 406,599 | 407,082 |         1 |         1 |         128,829 |   128,829.0 |   128,829.0 |  128,829 |   128,829 |         0.0 | cupy_true_divide__float32_float32_float32                                                            |
| :preprocess_3d_cascade_fullr… | PushPop | 406,599 | 407,082 |         1 |         1 |         128,445 |   128,445.0 |   128,445.0 |  128,445 |   128,445 |         0.0 | cupy_subtract__float32_float32_float32                                                               |
| :preprocess_3d_cascade_fullr… | PushPop | 406,599 | 407,082 |         1 |         1 |         128,157 |   128,157.0 |   128,157.0 |  128,157 |   128,157 |         0.0 | cupy_copy__bool_uint8                                                                                |
| :preprocess_3d_cascade_fullr… | PushPop | 406,599 | 407,082 |         1 |         1 |         127,261 |   127,261.0 |   127,261.0 |  127,261 |   127,261 |         0.0 | cupy_copy__bool_float32                                                                              |
| :preprocess_3d_cascade_fullr… | PushPop | 406,599 | 407,082 |         1 |         1 |         127,037 |   127,037.0 |   127,037.0 |  127,037 |   127,037 |         0.0 | cupy_equal__uint8_int_bool                                                                           |
| :preprocess_3d_cascade_fullr… | PushPop | 406,599 | 407,082 |         1 |         2 |           4,864 |     2,432.0 |     2,432.0 |    2,240 |     2,624 |       271.5 | cupy_fill                                                                                            |
| :preprocess_3d_fullres        | PushPop | 406,599 | 407,082 |         1 |         2 |       1,079,490 |   539,745.0 |   539,745.0 |  129,404 |   950,086 |   580,309.8 | cupy_copy__float32_float32                                                                           |
| :preprocess_3d_fullres        | PushPop | 406,599 | 407,082 |         1 |         1 |         130,109 |   130,109.0 |   130,109.0 |  130,109 |   130,109 |         0.0 | cupy_subtract__float32_float32_float32                                                               |
| :preprocess_3d_fullres        | PushPop | 406,599 | 407,082 |         1 |         1 |         129,692 |   129,692.0 |   129,692.0 |  129,692 |   129,692 |         0.0 | cupy_true_divide__float32_float32_float32                                                            |
| :preprocess_3d_fullres        | PushPop | 406,599 | 407,082 |         1 |         1 |         128,765 |   128,765.0 |   128,765.0 |  128,765 |   128,765 |         0.0 | cupy_not_equal__float32_float_bool                                                                   |
| :preprocess_3d_fullres        | PushPop | 406,599 | 407,082 |         1 |         1 |         127,997 |   127,997.0 |   127,997.0 |  127,997 |   127,997 |         0.0 | cupy_copy__bool_uint8                                                                                |
| :preprocess_3d_fullres        | PushPop | 406,599 | 407,082 |         1 |         2 |           4,672 |     2,336.0 |     2,336.0 |    2,240 |     2,432 |       135.8 | cupy_fill                                                                                            |
| :preprocess_3d_lowres         | PushPop | 406,599 | 407,082 |         1 |         2 |         942,886 |   471,443.0 |   471,443.0 |  128,988 |   813,898 |   484,304.5 | cupy_copy__float32_float32                                                                           |
| :preprocess_3d_lowres         | PushPop | 406,599 | 407,082 |         1 |         1 |         129,341 |   129,341.0 |   129,341.0 |  129,341 |   129,341 |         0.0 | cupy_not_equal__float32_float_bool                                                                   |
| :preprocess_3d_lowres         | PushPop | 406,599 | 407,082 |         1 |         1 |         128,732 |   128,732.0 |   128,732.0 |  128,732 |   128,732 |         0.0 | cupy_true_divide__float32_float32_float32                                                            |
| :preprocess_3d_lowres         | PushPop | 406,599 | 407,082 |         1 |         1 |         128,413 |   128,413.0 |   128,413.0 |  128,413 |   128,413 |         0.0 | cupy_subtract__float32_float32_float32                                                               |
| :preprocess_3d_lowres         | PushPop | 406,599 | 407,082 |         1 |         1 |         128,092 |   128,092.0 |   128,092.0 |  128,092 |   128,092 |         0.0 | cupy_copy__bool_uint8                                                                                |
| :preprocess_3d_lowres         | PushPop | 406,599 | 407,082 |         1 |         2 |           4,800 |     2,400.0 |     2,400.0 |    2,208 |     2,592 |       271.5 | cupy_fill                                                                                            |
| CCCL:cub::DeviceRadixSort     | PushPop | 406,599 | 407,082 |         1 |         1 |          18,175 |    18,175.0 |    18,175.0 |   18,175 |    18,175 |         0.0 | void cub::CUB_300102_SM_750_800_860_890_900_1000_1200::detail::radix_sort::DeviceRadixSortSingleTil… |
| CCCL:cub::DeviceReduce::Sum   | PushPop | 406,599 | 407,082 |         2 |         2 |          11,072 |     5,536.0 |     5,536.0 |    4,768 |     6,304 |     1,086.1 | void at_cuda_detail::cub::detail::reduce::DeviceReduceKernel<at_cuda_detail::cub::detail::reduce::p… |
| CCCL:cub::DeviceReduce::Sum   | PushPop | 406,599 | 407,082 |         2 |         2 |           5,375 |     2,687.5 |     2,687.5 |    2,687 |     2,688 |         0.7 | void at_cuda_detail::cub::detail::reduce::DeviceReduceSingleTileKernel<at_cuda_detail::cub::detail:… |
| CCCL:cub::DeviceSelect::Flag… | PushPop | 406,599 | 407,082 |         2 |         2 |          38,463 |    19,231.5 |    19,231.5 |   16,479 |    21,984 |     3,892.6 | void at_cuda_detail::cub::detail::select::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::sele… |
| CCCL:cub::DeviceSelect::Flag… | PushPop | 406,599 | 407,082 |         2 |         2 |           4,480 |     2,240.0 |     2,240.0 |    2,240 |     2,240 |         0.0 | void at_cuda_detail::cub::detail::scan::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<… |
| CCCL:thrust::stable_sort      | PushPop | 406,599 | 407,082 |         1 |         1 |          18,175 |    18,175.0 |    18,175.0 |   18,175 |    18,175 |         0.0 | void cub::CUB_300102_SM_750_800_860_890_900_1000_1200::detail::radix_sort::DeviceRadixSortSingleTil… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |    25,920 | 264,795,659,774 | 1,135,098.0 | 1,149,873.5 |  261,690 | 2,366,313 |   868,328.6 | void cudnn::bn_fw_tr_1C11_kernel_NCHW<__half, float, int, (int)512, (bool)1, (int)1, (bool)1>(cudnn… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |     9,720 |  97,934,218,871 | 1,119,504.1 |   878,860.0 |  861,865 | 2,051,280 |   343,366.3 | sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage4_warp… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |    90,720 |  64,639,707,243 |    79,168.8 |    16,384.0 |    3,968 |   391,061 |   118,965.3 | void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |   172,800 |  57,324,888,621 |    36,937.1 |     6,304.0 |    2,335 |   496,789 |    85,115.8 | void cudnn::engines_precompiled::nchwToNhwcKernel<__half, __half, float, (bool)0, (bool)1, (cudnnKe… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |    87,480 |  40,463,672,156 |    51,394.2 |    11,264.0 |    2,815 |   228,058 |    74,867.3 | void cudnn::engines_precompiled::nhwcToNchwKernel<__half, __half, float, (bool)1, (bool)0, (cudnnKe… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |    12,960 |  34,499,984,579 |   295,781.8 |   258,938.0 |  184,571 |   599,762 |   107,903.9 | sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage3_warpsize4x1x… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |    71,280 |  27,499,537,570 |    42,866.2 |     6,592.0 |    2,111 |   191,419 |    69,365.0 | void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::leaky_relu_kernel(at:… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |    25,920 |  26,725,853,427 |   114,565.6 |   115,389.0 |   47,679 |   297,785 |    53,710.7 | sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |     3,240 |  14,143,752,456 |   485,039.5 |   484,533.0 |  480,979 |   623,857 |     7,995.0 | sm80_xmma_dgrad_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4x1x… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |     3,240 |   6,375,360,533 |   218,633.8 |   191,964.0 |  191,132 |   396,662 |    49,965.5 | sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x16_sta… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |     3,240 |   4,316,443,294 |   148,026.2 |   147,869.0 |  147,004 |   190,268 |     2,506.2 | sm80_xmma_dgrad_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage3_warpsize4x1x… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |     3,240 |   3,995,614,910 |   137,023.8 |   136,893.0 |  133,885 |   153,340 |     1,477.7 | void gemmSN_NN_kernel<float, (int)128, (int)2, (int)4, (int)8, (int)2, (int)4, (bool)0, cublasGemvT… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |    12,960 |   3,875,790,939 |    33,228.7 |    30,719.0 |   24,255 |    60,767 |     8,051.2 | sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |    32,400 |   2,082,066,392 |     7,140.1 |     6,528.0 |    6,208 |    10,784 |       843.9 | void cudnn::bn_fw_tr_1C11_singleread_spec<__half2, (int)512, (int)1, (int)2, (int)0>(cudnn::bn_fw_t… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |    12,960 |   1,826,098,381 |    15,655.9 |    15,647.0 |   15,136 |    20,640 |       314.5 | void cudnn::bn_fw_tr_1C11_singleread_spec<__half2, (int)512, (int)1, (int)2, (int)20>(cudnn::bn_fw_… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |     6,480 |   1,070,424,131 |    18,354.3 |    18,303.0 |   17,791 |    23,967 |       382.7 | sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warps… |
| GXF:entity state update: GXF… | StartE… | 406,599 | 407,082 |        11 |     3,240 |   1,046,710,412 |    35,895.4 |    36,063.0 |   30,943 |    46,271 |       974.7 | sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_war… |
